0,3101,3102,3103,3104,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3116,3117,3118,3119,3120,3121,3122,3123,3124,3125,3126,3127,3128,3129
3101,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3102,0,2,0,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,0,0,2
3103,0,1,2,1,0,1,0,0,0,2,0,1,2,1,1,1,1,1,0,1,0,1,-1,-1,1,0,-1,0,-1
3104,0,2,1,0,0,0,1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,0,1,2,0,0,1,0,0,0,1
3105,0,1,0,0,0,1,1,0,0,2,0,1,1,1,0,1,1,1,2,0,1,0,0,1,1,0,1,1,0
3106,2,1,-1,0,2,2,2,1,0,2,1,2,1,2,2,-1,0,2,1,2,1,1,-2,0,1,1,0,1,1
3107,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3108,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,0,2,2,2,2,2,0,1,0,2
3109,0,0,0,-1,1,0,0,2,0,0,2,-2,0,-1,1,2,2,-2,2,0,2,2,-1,0,1,0,-2,0,1
3110,0,2,2,2,2,2,1,0,0,0,0,0,2,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0
3111,1,1,1,2,1,0,0,2,1,0,0,0,2,1,1,0,1,-1,2,1,2,2,2,2,2,0,2,1,1
3112,0,2,2,1,1,1,2,1,0,1,0,2,2,2,2,0,1,2,1,1,1,1,1,1,1,2,0,0,1
3113,1,1,2,2,2,0,1,2,1,2,2,2,0,1,1,1,2,0,2,2,1,1,1,0,2,1,2,1,2
3114,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3115,0,1,1,0,2,0,2,0,0,2,0,1,0,2,2,-1,0,2,1,2,0,1,0,0,0,1,-1,1,-1
3116,0,1,1,0,2,0,0,1,2,1,0,-1,1,1,0,0,2,-1,0,1,0,2,2,0,0,0,-1,0,1
3117,1,1,2,1,1,1,1,2,2,1,1,0,1,1,1,2,0,0,2,0,1,1,2,1,2,1,2,0,1
3118,0,2,2,1,2,2,2,1,0,2,0,2,1,2,2,1,1,0,1,2,1,1,0,-1,1,2,-2,0,0
3119,0,1,1,2,1,1,0,2,1,1,2,0,1,0,0,-1,0,0,0,0,2,2,0,2,2,0,1,0,0
3120,0,0,1,0,2,0,0,0,0,1,0,-1,1,2,1,0,1,1,0,2,0,0,-1,0,1,0,0,-1,0
3121,1,1,1,1,1,0,0,2,2,0,2,-1,1,1,1,-1,0,-1,2,1,0,2,1,2,2,0,-1,0,1
3122,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,0,2,2,2,1,1,1,2
3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,0,1,0,1,-1,-1,0,1,-1,-1,2,-2,-1,0,0,-2,-2,0,2,0,2,2,2,0,1,0,-1,1,0
3125,0,1,2,1,2,0,0,1,0,2,2,-1,2,0,1,-1,0,-1,2,1,2,2,-1,1,0,0,0,0,0
3126,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,-2,0,-2,2,2,0,0,2,2,0,-2,2
3127,2,1,1,2,2,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,1,2,1,1,2,0,2,0,2
3128,1,2,1,1,2,1,2,2,2,1,1,-1,2,0,2,1,1,-1,2,1,2,2,1,1,2,1,1,2,2
3129,1,2,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,1,1,2,0,0,1,2,2,2,0
