0,1502,1503,1504,1505,1506,1507,1508,1509,1511,1512,1513,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1528,1529,1530,1531,1551
1502,NA,2,1,2,1,0,1,1,1,1,2,1,0,2,1,0,1,1,1,1,0,2,1,0,1,1,1,1
1503,2,NA,2,2,1,0,0,-1,0,0,2,0,1,2,1,2,-1,0,0,1,0,2,2,0,0,-1,1,2
1504,1,1,1,1,1,0,-1,1,0,1,2,0,1,2,1,2,1,1,1,1,0,0,0,0,1,1,2,-1
1505,2,2,0,NA,0,0,2,0,0,0,2,-1,1,2,-2,1,2,2,2,2,1,2,0,1,1,-1,2,2
1506,1,1,2,1,NA,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,2,0,0,1,1,1,1,1
1507,1,1,1,1,0,2,1,0,0,1,1,0,2,1,0,1,1,0,1,-1,0,-1,0,2,1,-1,0,2
1508,1,1,0,2,0,1,2,1,0,2,2,0,0,2,0,0,2,1,2,1,0,1,1,0,-1,0,1,1
1509,1,0,1,-1,2,0,1,NA,-1,2,-1,-1,1,1,2,0,0,-1,1,2,-1,-1,-1,0,0,1,2,0
1511,1,1,1,1,2,0,1,1,2,1,1,2,1,1,2,1,-1,2,1,-2,2,-2,0,0,1,0,1,0
1512,0,1,2,1,1,0,1,2,0,NA,0,-1,0,2,1,0,0,0,2,1,-1,-1,0,0,-1,0,1,0
1513,2,2,2,2,0,0,1,-1,0,1,NA,0,0,2,0,1,1,1,2,2,0,2,1,0,-1,-1,1,1
1515,0,1,1,-1,2,1,-2,2,2,-2,0,0,0,-1,1,0,-1,1,0,0,1,-2,0,0,0,0,1,-1
1516,2,2,2,2,2,1,1,2,1,1,1,0,NA,1,2,-1,1,1,1,0,1,0,0,2,1,2,1,1
1517,2,2,2,2,1,0,2,2,1,2,2,0,0,NA,1,0,2,2,2,2,1,2,1,1,1,1,2,1
1518,1,1,0,1,2,0,0,2,2,2,0,1,1,1,NA,0,0,2,1,0,1,0,0,0,1,0,2,0
1519,1,2,2,2,0,2,0,0,0,0,2,0,1,1,0,NA,1,0,0,0,0,2,2,2,0,0,0,2
1520,0,0,1,2,0,0,2,0,0,0,1,0,0,2,-2,0,1,1,2,2,0,2,0,0,-2,0,2,1
1521,1,1,1,1,2,0,1,1,2,1,1,2,1,2,2,1,1,NA,1,1,1,1,0,1,2,1,2,1
1522,0,1,0,2,0,1,2,1,1,2,2,0,0,2,0,1,2,1,2,2,1,2,1,0,1,0,1,1
1523,2,2,1,2,0,0,1,0,0,0,2,0,0,2,0,0,2,0,2,NA,0,2,1,0,0,0,0,2
1524,0,0,0,1,1,0,0,1,2,0,0,2,1,1,1,1,-1,1,1,0,NA,0,1,1,1,1,0,0
1525,2,2,0,2,0,0,1,-1,0,1,2,0,0,2,0,1,1,0,1,2,-1,NA,1,0,0,0,0,2
1526,1,1,1,1,0,0,-1,0,0,0,1,0,-1,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1
1528,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,NA,-2,0,1,2
1529,1,1,1,2,2,1,0,1,1,2,1,0,1,2,2,-1,-1,2,1,1,1,1,1,0,NA,1,2,1
1530,2,1,1,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,1,1,0,1,1,1,0,NA,0,0
1531,1,1,2,2,2,0,1,2,1,1,0,0,1,2,2,0,0,1,1,1,0,0,0,1,1,0,NA,1
1551,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,1,2,0,-1,-2,1,NA
