0,5216,5219,5220,5601,5602,5604,5605,5609,5610,5619,5624,5626,5627,5660,5661,5662,5663,5664,5665,5666,5667
5216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1
5601,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
5602,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5605,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
5609,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5610,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5619,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5624,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1
5626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5627,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5661,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5662,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5664,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5665,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
5666,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1
5667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
