0,6301,6302,6303,6304,6305,6306,6307,6308,6309,6310,6311,6312,6313,6314,6315,6316,6317,6318,6319,6320,6321,6322,6323,6324,6325,6326,6327,6328,6329,6330,6331,6332,6333
6301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6302,0,0,1,0,2,0,2,2,1,1,-1,2,2,0,2,0,0,-1,2,2,2,1,0,0,2,2,2,1,2,2,0,1,2
6303,1,1,0,1,1,1,2,1,1,2,2,0,0,1,2,1,1,0,1,2,1,1,0,1,1,1,1,0,1,2,0,0,2
6304,1,1,0,0,0,0,2,-1,2,0,0,0,1,0,1,0,1,0,1,2,1,1,0,0,2,1,1,0,1,0,0,2,1
6305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6307,0,1,2,2,1,1,0,1,0,1,1,0,1,0,2,0,0,-1,1,2,1,1,1,0,1,2,0,0,1,2,1,0,2
6308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6309,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,2,1,0,0,0,2,0,0,0,1,1,-1,2,0
6310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6311,1,-1,2,0,-2,1,1,0,0,0,0,0,0,2,-1,0,1,2,1,1,-1,2,1,1,1,1,1,1,1,1,0,0,1
6312,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
6313,2,1,1,1,1,2,2,1,2,1,1,1,2,0,1,0,1,2,2,1,2,2,1,1,2,1,1,0,1,2,0,1,1
6314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6315,1,1,1,1,1,0,2,1,0,2,0,0,0,1,2,2,1,-1,2,1,1,1,1,1,1,1,1,2,2,2,0,1,2
6316,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,2,0,0,0,1,0,1,2,0,1,0,0
6317,0,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,-1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1
6318,1,-1,1,1,1,1,1,1,0,0,2,0,2,0,1,0,0,0,0,1,2,2,1,1,2,2,1,1,1,2,2,1,1
6319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6320,0,1,1,2,0,0,0,0,2,0,0,0,0,1,1,1,2,0,2,0,1,0,0,1,0,1,2,0,1,2,0,2,2
6321,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1
6322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6323,0,0,-1,0,0,0,1,1,0,1,1,1,0,1,0,1,2,-1,1,0,0,0,0,0,1,1,0,0,1,0,-1,-1,0
6324,0,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1
6325,1,1,1,2,1,0,1,2,2,1,1,0,1,0,2,0,1,0,1,0,1,1,0,1,2,0,2,1,1,2,0,2,2
6326,1,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,2,-1,0,0,0,1,2,0,0,0,1,2,2,2,2,1,1
6327,1,2,1,1,1,0,1,2,1,1,0,0,0,1,2,0,1,0,2,2,1,1,0,0,2,2,0,1,1,2,0,1,2
6328,1,0,1,1,2,0,1,0,0,2,0,1,0,1,2,1,1,-1,1,1,0,0,1,0,0,1,0,2,1,2,0,0,0
6329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6330,0,2,1,0,2,0,2,2,1,1,-1,1,1,0,2,0,1,0,0,2,2,1,0,0,2,2,2,2,2,0,1,1,2
6331,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,2,0,0,1,1,0,0,0
6332,0,1,1,2,0,1,0,-1,1,0,0,-1,0,0,1,0,0,-1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,-1
6333,1,2,2,2,-1,1,2,1,0,0,1,0,0,0,2,0,1,0,2,2,1,0,0,1,1,1,1,0,0,2,0,1,0
