0,4201,4202,4203,4205,4206,4207,4208,4209,4210,4211,4212,4213,4215,4216,4217,4218,4219,4220,4221,4222,4223,4224,4225,4226,4227,4228,4229,4230,4231,4232,4233,4234,4235,4251
4201,NA,2,1,2,0,-1,1,1,1,1,0,0,2,2,1,1,2,2,1,0,1,0,2,2,1,1,1,1,2,-1,2,-1,2,2
4202,1,NA,2,1,1,-1,2,1,1,1,1,-1,2,2,-1,0,2,1,1,1,0,0,2,2,1,2,2,1,1,0,1,0,1,2
4203,0,2,2,1,0,-2,2,1,1,0,1,0,1,2,1,0,1,1,0,1,-1,-2,1,1,1,2,2,0,1,0,0,-1,1,1
4205,2,2,2,NA,0,-1,1,2,2,2,0,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,0,2,1
4206,2,2,2,2,NA,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2
4207,0,0,0,1,0,2,0,1,0,0,-1,2,0,0,2,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0
4208,1,2,1,1,1,0,NA,1,2,1,1,1,2,2,0,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,0,1,2
4209,1,1,1,2,1,0,1,NA,1,2,2,0,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,0,2,1
4210,1,2,2,2,1,0,2,2,2,1,1,0,1,1,0,0,1,1,0,1,1,0,1,2,1,2,2,0,1,0,2,-1,1,2
4211,1,2,1,2,1,0,1,1,0,NA,1,-2,2,2,-1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,0,1,1
4212,1,2,2,0,2,-2,2,2,2,2,NA,-2,0,1,-2,1,1,1,0,1,2,2,1,2,1,2,1,2,2,1,2,-2,2,0
4213,1,2,1,0,0,1,0,1,1,1,0,NA,1,1,2,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,1,0
4215,1,2,1,1,0,0,1,1,1,2,1,0,NA,2,0,2,1,2,1,0,0,1,2,2,1,1,1,1,1,-1,2,-1,1,1
4216,2,2,2,1,1,0,2,1,1,2,1,0,2,NA,0,1,2,2,1,1,1,0,2,2,1,2,2,1,2,0,1,0,1,2
4217,1,0,0,0,1,2,0,1,0,0,0,2,0,0,NA,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
4218,1,1,0,1,0,-1,1,1,1,2,1,-1,2,2,0,NA,1,2,0,1,1,1,2,1,1,1,1,2,1,0,2,-1,1,0
4219,2,2,2,0,1,-2,1,0,0,1,-1,-1,1,1,-1,-1,NA,1,0,0,-1,1,2,1,1,1,0,0,2,0,2,-2,0,1
4220,2,2,1,1,1,0,0,0,0,0,1,0,2,2,0,1,2,NA,1,1,0,1,2,2,1,1,1,1,2,1,2,0,1,1
4221,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,NA,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1
4222,0,1,2,2,1,1,1,2,1,2,1,-1,1,1,1,1,1,1,0,NA,1,1,1,1,2,2,1,2,2,1,1,0,1,0
4223,1,1,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,1,NA,0,0,1,1,0,0,2,1,0,0,0,2,0
4224,2,2,2,1,1,-2,2,2,1,2,1,-2,1,1,-1,1,1,1,1,0,1,NA,1,2,2,1,2,2,2,2,1,-1,2,1
4225,2,2,1,0,0,-1,-1,0,0,1,1,-1,2,2,0,1,2,2,0,0,-2,0,NA,1,1,1,0,0,2,-1,2,-2,1,1
4226,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,0,2,2,2,2,2,1,2,1,2,0,2,2
4227,0,1,1,2,2,0,0,1,1,2,2,1,1,1,0,0,2,1,-2,2,1,1,1,1,NA,2,1,2,1,1,1,0,1,1
4228,1,2,2,1,0,-1,2,1,2,0,2,0,0,1,0,0,1,1,0,1,0,0,1,2,2,2,NA,0,0,0,0,-1,1,1
4229,1,2,2,1,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,NA,0,1,1,2,0,1,2
4230,1,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,NA,1,1,1,0,2,1
4231,2,2,1,2,1,0,1,1,1,2,2,0,2,2,0,1,2,2,1,1,0,2,2,2,1,1,1,1,NA,1,2,0,1,2
4232,1,1,2,1,1,-2,1,1,1,2,2,0,2,1,-1,2,2,2,1,1,0,2,2,1,1,1,1,1,2,NA,2,-2,1,2
4233,2,2,2,0,0,-2,0,0,2,0,0,-1,2,2,0,1,2,2,0,0,-1,0,2,2,0,2,2,0,2,0,2,-2,1,2
4234,0,1,0,1,1,1,0,1,0,0,-2,2,1,1,2,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,NA,1,0
4235,1,1,0,2,1,0,1,2,1,1,2,0,0,1,0,0,0,0,1,1,2,1,0,1,1,1,1,1,1,1,0,0,2,0
4251,1,2,1,1,0,0,2,0,1,1,0,0,2,2,0,-1,1,2,0,1,0,0,1,2,1,1,1,0,1,1,1,0,1,2
