0,2318,2601,2602,2603,2604,2605,2606,2607,2608,2609,2610,2611,2612,2613,2614,2615,2616,2617,2618,2619,2620,2621,2622,2623,2624,2625,2626,2627,2628,2629,2630,2631,2632,2633,2634
2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,NA,0,0,0,0,0,1,0,1,0,0,-1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,-1,0,1,0,1,2,-1,0
2602,NA,0,1,1,-1,1,1,2,2,1,1,2,1,0,0,2,2,-1,0,2,-1,-1,-1,2,0,1,-1,2,0,1,1,0,0,2,1
2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,NA,1,1,0,0,2,2,2,2,0,1,1,2,2,1,2,2,0,2,2,0,0,0,1,1,1,0,1,1,1,1,2,1,1,1
2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,NA,1,2,-2,0,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,2,2
2608,NA,1,1,0,2,2,2,2,2,0,1,1,2,2,1,2,1,2,2,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0
2609,NA,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,1
2610,NA,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2
2611,NA,-2,2,0,-1,1,2,2,2,1,0,1,2,0,1,1,2,0,0,1,0,0,0,2,1,1,0,2,1,1,2,1,2,2,1
2612,NA,2,0,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,0,1,0,0,0,1,2,2,2,1,2,1,1,2,1,1,1
2613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,NA,1,1,1,2,2,2,2,2,2,0,-1,2,2,0,2,2,0,2,2,0,0,0,2,2,2,0,1,2,2,2,1,2,2,1
2615,NA,1,1,1,0,1,1,1,2,0,2,0,1,2,0,1,2,0,2,2,0,0,0,1,2,1,1,0,0,2,2,0,1,0,-1
2616,NA,1,2,1,0,2,2,2,2,1,1,2,2,1,1,2,2,0,2,2,0,0,0,0,0,0,0,2,1,1,2,1,2,2,1
2617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,NA,-2,0,0,0,0,0,0,2,-1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,-2,-2,2,0,-2,0,0,-1
2619,NA,1,1,2,0,1,1,1,2,1,1,0,2,1,1,2,1,0,2,0,0,0,0,1,1,1,0,1,1,1,2,1,1,1,1
2620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,NA,1,2,1,-1,1,1,1,2,1,1,2,1,1,1,1,1,-1,2,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,1,1
2624,NA,2,1,1,0,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,0,0,1,2,1,0,0,1,2,2,2,2,1,1,0
2625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,NA,0,2,-1,0,0,2,2,1,-1,-1,2,0,-1,-1,-1,2,0,-2,0,0,0,0,2,0,-1,0,0,0,-1,2,-1,2,2,0
2628,NA,1,-2,-2,0,0,0,-2,0,-1,-2,-2,0,1,0,0,-1,-1,-1,1,0,0,-1,-1,2,-1,-1,0,2,0,0,2,2,0,0
2629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,NA,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,-1,1,0,0,1,1,1,0,0,2,-2,1,0,1,2,2,0
2631,NA,2,1,1,0,2,2,1,1,2,2,1,1,2,1,1,1,0,1,2,0,0,0,1,2,1,0,1,2,2,1,0,1,1,1
2632,NA,2,1,1,0,1,1,2,1,1,1,2,2,1,2,2,2,0,1,0,0,0,0,1,2,1,0,2,2,2,2,2,0,2,1
2633,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,NA,2,1,1,0,0,0,1,1,1,1,1,1,2,1,2,1,0,2,2,1,0,0,1,2,0,0,0,2,1,1,2,0,0,2
